Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
;Misses;Germany;84;7115,86;3844,79;2,10;177,90
;Misses;Germany;84;4601,20;2535,68;2,90;158,66
46;Misses;Germany;84;4325,36;3500,88;5,60;288,36
37;Misses;Germany;84;3211,05;1811,01;4,67;178,39
;Misses;Germany;84;5738,59;2237,67;2,21;151,02
61;Misses;Poland;84;2672,09;687,21;3,65;116,18
;Misses;Germany;84;7361,23;3652,68;2,05;179,54
33;Misses;Austria;84;4070,34;1086,87;10,50;508,79
35;Misses;Germany;84;2130,66;1629,10;7,64;193,70
;Mister;Germany;84;3035,61;1235,67;5,60;202,37
;Misses;Germany;84;4297,90;1174,78;2,00;102,33
;Misses;Germany;84;5421,15;1809,25;2,27;146,52
;Mister;Germany;84;4300,20;2162,97;4,20;215,01
;Misses;Germany;84;7036,88;4163,58;2,21;185,18
57;Misses;Austria;84;4674,29;988,99;3,11;173,12
;Misses;Germany;84;4671,93;2208,50;2,71;150,71
36;Misses;Austria;84;5866,15;3269,65;3,23;225,62
35;Misses;Austria;84;5632,34;2282,11;2,63;176,01
;Misses;Germany;84;4613,58;3254,40;4,67;256,31
;Misses;Germany;84;5456,44;2740,77;2,55;165,35
35;Misses;Germany;84;3382,04;1490,10;9,33;375,78
36;Misses;Germany;84;2226,36;984,40;7,64;202,40
40;Mister;Austria;84;4786,30;3072,21;1,95;111,31
37;Misses;Austria;83;5604,96;4060,76;2,24;151,49
32;Misses;Austria;83;5244,56;3632,25;4,61;291,36
;Misses;Germany;83;6119,87;3005,77;1,84;136,00
41;Misses;Germany;83;4443,61;2625,15;2,59;138,86
20;Misses;;83;3369,13;629,55;1,77;71,68
43;Misses;Germany;83;4596,17;1905,51;5,93;328,30
38;Mister;;83;5220,78;2399,11;2,86;180,03
40;Misses;Austria;83;5214,64;2756,63;2,96;186,24
28;Misses;Austria;83;5657,38;3617,59;2,68;182,50
;Misses;Germany;83;6233,16;2263,24;2,24;168,46
;Misses;Germany;83;6839,07;3880,55;2,08;170,98
37;Mister;Austria;83;4911,51;1295,57;3,46;204,65
;Mister;Germany;83;4549,05;1651,33;3,32;181,96
41;Misses;Germany;83;2509,58;522,96;5,93;179,26
;Misses;Germany;83;6251,05;3574,13;2,02;152,46
40;Misses;Austria;83;5265,84;2230,64;2,24;142,32
;Mister;Germany;83;6879,87;5482,69;4,88;404,70
28;Misses;Germany;83;4871,34;1972,81;5,19;304,46
36;Mister;Austria;83;3902,20;2505,52;3,07;144,53
51;Misses;Austria;83;5850,71;2387,82;2,31;162,52
33;Misses;Austria;83;4996,39;2056,75;5,53;333,09
;Misses;Germany;83;5443,52;2877,62;2,31;151,21
39;Misses;Germany;83;4277,97;1469,05;5,19;267,37
58;Misses;Austria;83;4770,01;2270,64;2,18;125,53
39;Misses;Germany;83;5000,44;4337,69;4,61;277,80
54;Misses;Germany;83;1858,23;993,87;7,55;168,93
;Misses;Germany;83;4605,09;2316,29;2,44;135,44
47;Mister;Poland;83;2325,38;1156,60;13,83;387,56
;Misses;Germany;83;5417,04;3348,54;3,46;225,71
;Misses;Germany;83;5780,36;2930,70;1,98;137,63
;Misses;Germany;83;4276,65;1232,72;2,44;125,78
56;Misses;Germany;83;5576,16;2261,79;2,96;199,15
;Misses;Germany;83;4585,15;1815,66;2,59;143,29
48;Misses;Germany;83;2602,75;1797,80;4,15;130,14
48;Misses;Germany;83;4614,14;4179,37;4,15;230,71
;Mister;Germany;83;5375,13;2134,33;2,96;191,97
;Misses;Germany;83;6613,17;2683,93;2,86;228,04
;Misses;Germany;83;5223,66;3108,62;2,44;153,64
46;Misses;Austria;83;4632,36;1504,28;2,59;144,76
37;Misses;Germany;83;4000,51;3326,32;8,30;400,05
43;Misses;Germany;83;3513,14;1666,88;3,77;159,69
52;Misses;Germany;83;7769,29;4421,11;3,07;287,75
45;Misses;Austria;83;4405,72;3167,89;2,52;133,51
34;Mister;Germany;83;3587,57;1702,17;5,19;224,22
33;Mister;;83;6340,69;2162,76;2,37;181,16
31;Misses;Austria;83;4735,02;2093,46;2,68;152,74
40;Mister;Austria;83;4966,16;3754,75;2,86;171,25
41;Misses;Austria;83;4067,92;2438,05;4,15;203,40
;Misses;Germany;83;4448,91;1405,19;3,46;185,37
32;Misses;Germany;83;3398,17;1743,74;11,86;485,45
;Misses;Germany;83;6628,86;2342,25;2,24;179,16
;Misses;Germany;83;8450,87;6031,03;2,13;216,69
33;Misses;Austria;83;5643,66;1575,65;2,18;148,52
42;Misses;Germany;83;4240,15;1915,84;3,19;163,08
31;Misses;Germany;82;7881,87;4786,72;2,83;271,79
;Mister;Germany;82;5101,05;2246,71;2,34;145,74
38;Misses;Austria;82;4475,17;2821,52;4,56;248,62
45;Mister;Austria;82;4065,67;1591,78;5,13;254,10
;Misses;Germany;82;7444,19;5991,71;2,73;248,14
;Misses;Germany;82;3844,86;1882,68;2,65;124,03
39;Mister;Germany;82;12531,51;6698,94;3,04;464,13
;Misses;Poland;82;3440,73;1006,54;1,86;78,20
46;Misses;Germany;82;5023,31;1009,76;3,42;209,30
44;Misses;Austria;82;3300,48;2293,08;7,45;300,04
30;Misses;Germany;82;4347,53;3229,20;3,90;207,03
50;Misses;Austria;82;6585,67;2997,69;2,48;199,57
35;Misses;Germany;82;5474,48;3777,72;3,15;210,56
;Misses;Germany;82;4977,68;2530,93;1,86;113,13
39;Misses;Germany;82;3370,78;1974,14;6,31;259,29
;Misses;Germany;82;6784,87;3803,13;1,91;157,79
32;Misses;Germany;82;6185,58;4430,25;11,71;883,65
;Misses;Germany;82;5380,35;2424,35;2,28;149,45
44;Misses;Austria;82;6021,55;3369,00;2,05;150,54
51;Misses;Germany;82;10045,26;7389,76;3,90;478,35
57;Misses;Germany;82;2134,78;1207,46;6,83;177,90
55;Misses;Germany;82;5766,10;1878,16;3,15;221,77
37;Misses;Germany;82;3181,18;2048,49;8,20;318,12
33;Misses;Germany;82;3943,42;1496,35;6,83;328,62
;Misses;Germany;82;7793,18;6893,22;3,28;311,73
32;Misses;Germany;82;3420,07;1224,47;6,31;263,08
64;Misses;Austria;82;4241,49;2343,62;4,32;223,24
50;Misses;Germany;82;6206,26;2617,48;3,04;229,86
52;Misses;Germany;82;6115,17;3598,11;2,93;218,40
29;Misses;Austria;82;7301,49;3869,44;2,22;197,34
;Misses;Germany;82;7316,51;5083,24;1,67;149,32
39;Mister;Austria;82;3949,17;603,95;8,20;394,92
71;Misses;Germany;82;2906,68;2324,41;2,83;100,23
47;Misses;Austria;82;3930,83;1407,03;3,15;151,19
31;Misses;Austria;82;5042,83;2428,11;2,00;123,00
33;Misses;Germany;82;4472,36;3789,63;4,10;223,62
;Misses;Germany;82;6618,98;3223,40;3,04;245,15
;Mister;Germany;82;3354,66;1610,24;4,56;186,37
;Misses;Germany;82;6833,38;4519,23;2,22;184,69
39;Misses;Germany;82;6605,51;2279,74;4,56;366,97
;Misses;Germany;82;7364,18;3314,73;2,83;253,94
;Mister;Germany;82;3364,72;1990,47;6,83;280,39
33;Misses;Germany;82;6224,77;4116,57;3,04;230,55
50;Mister;Austria;82;4925,08;2028,73;10,25;615,64
31;Misses;Germany;82;3545,54;1925,26;4,32;186,61
30;Misses;Germany;82;8490,66;4000,08;3,28;339,63
;Misses;Germany;82;4183,22;1911,43;3,04;154,93
46;Misses;Germany;82;2697,67;1807,36;8,20;269,77
;Misses;Germany;82;5247,29;2180,79;1,91;122,03
45;Misses;Germany;82;7235,59;3927,89;4,56;401,98
52;Misses;Germany;82;6969,20;4114,75;3,73;316,78
32;Mister;;82;3858,97;1293,47;1,86;87,70
33;Misses;Germany;82;11959,84;5790,35;1,82;265,77
;Misses;Germany;82;7551,94;3670,37;1,86;171,64
;Misses;Germany;82;5717,64;2148,02;1,58;109,95
;Misses;Germany;82;5844,95;2325,73;1,95;139,17
;Misses;Austria;81;5164,19;1984,76;1,80;114,76
39;Misses;Germany;81;3643,18;2308,55;5,40;242,88
;Misses;Germany;81;6951,22;4516,58;2,03;173,78
35;Misses;Austria;81;5469,39;1585,28;2,70;182,31
;Misses;Germany;81;5333,67;2443,61;1,93;126,99
44;Misses;Germany;81;3240,71;2390,16;3,86;154,32
37;Mister;Germany;81;6027,99;3221,99;81,00;6027,99
36;Mister;Austria;81;3788,24;1114,52;2,70;126,27
;Misses;Poland;81;4921,44;2844,15;9,00;546,83
63;Misses;Germany;81;4135,19;2191,59;1,35;68,92
;Misses;Germany;81;4217,87;2210,54;1,93;100,43
55;Misses;Germany;81;2882,14;1714,11;3,86;137,24
;Misses;Germany;81;7489,84;3284,22;1,72;159,36
28;Mister;Austria;81;3852,75;460,69;2,89;137,60
71;Misses;Germany;81;3438,51;2308,09;5,79;245,61
39;Misses;Germany;81;3115,15;2081,33;2,13;81,98
42;Mister;;81;5881,93;2138,29;3,12;226,23
54;Misses;Germany;81;4515,93;2419,97;4,26;237,68
;Misses;Germany;81;6793,19;3333,63;1,93;161,74
;Mister;Germany;81;5241,76;3133,09;3,68;238,26
39;Misses;Germany;81;3792,10;1810,95;4,76;223,06
41;Misses;Germany;81;6426,37;4744,22;6,23;494,34
40;Misses;Germany;81;1582,19;1323,07;27,00;527,40
34;Misses;Austria;81;3708,39;1909,02;1,76;80,62
;Misses;Germany;81;6884,63;3198,68;2,03;172,12
;Misses;Germany;81;6404,37;3329,60;2,08;164,21
59;Misses;Germany;81;5838,31;3298,67;2,08;149,70
50;Misses;Germany;81;4871,11;1866,30;4,05;243,56
53;Misses;Austria;81;4261,53;1812,41;2,53;133,17
50;Misses;Germany;81;3397,77;1125,41;3,86;161,80
52;Misses;Austria;81;4210,49;1954,42;2,31;120,30
54;Misses;Austria;81;4281,08;1156,81;4,26;225,32
;Misses;Germany;81;5225,09;2114,10;2,53;163,28
;Misses;Germany;81;8380,60;4055,74;1,93;199,54
;Misses;Germany;81;5023,38;2454,02;1,93;119,60
47;Misses;Germany;81;7521,49;5265,28;3,00;278,57
56;Misses;Germany;81;5724,28;3665,00;3,00;212,01
55;Misses;Germany;81;4370,99;3364,42;4,50;242,83
43;Misses;Austria;81;4721,30;2085,44;2,61;152,30
;Mister;Germany;81;4362,18;2752,68;5,79;311,58
37;Mister;Germany;81;2341,95;993,79;4,50;130,11
41;Misses;Austria;81;5949,67;2056,84;2,03;148,74
47;Mister;Austria;81;5413,57;1362,90;2,70;180,45
54;Misses;Germany;81;7641,19;6541,32;2,70;254,71
30;Misses;Germany;81;3408,19;2604,39;6,23;262,17
;Mister;Germany;81;9405,90;5125,59;1,80;209,02
45;Misses;Austria;81;3839,21;1788,32;2,31;109,69
;Misses;Germany;81;3634,92;1535,81;3,68;165,22
;Misses;Germany;81;6111,19;3052,70;1,98;149,05
33;Misses;Germany;81;2807,77;2271,97;4,26;147,78
;Misses;Germany;81;5727,73;4023,56;3,68;260,35
50;Misses;Germany;81;4630,78;3176,10;3,86;220,51
52;Misses;Germany;81;3698,08;2168,89;3,24;147,92
28;Misses;Austria;81;5737,13;2940,68;3,00;212,49
52;Misses;Germany;81;5137,99;3112,43;2,79;177,17
39;Misses;Germany;81;7490,59;3650,32;3,86;356,69
22;Mister;Germany;81;2290,19;1982,35;9,00;254,47
60;Misses;Poland;81;4531,89;437,15;6,23;348,61
;Misses;Germany;81;5998,68;2675,76;2,45;181,78
44;Misses;Germany;81;3254,44;2271,70;5,40;216,96
;Misses;Germany;81;6353,17;3125,68;2,31;181,52
32;Misses;Germany;81;2383,67;1333,05;10,13;297,96
45;Mister;Germany;81;3554,69;3302,02;10,13;444,34
;Misses;Germany;80;5312,35;2062,06;2,96;196,75
;Misses;Poland;80;2608,33;712,23;2,11;68,64
54;Misses;Austria;80;3306,29;1346,82;2,67;110,21
45;Misses;Germany;80;5921,33;2496,27;4,44;328,96
52;Misses;Austria;80;5641,08;2477,00;3,20;225,64
;Misses;Germany;80;7582,71;4732,11;2,16;204,94
31;Misses;Germany;80;5937,15;4620,43;4,00;296,86
31;Misses;Austria;80;3841,40;1703,08;2,42;116,41
41;Misses;Germany;80;6303,40;3174,62;1,95;153,74
42;Misses;Germany;80;3746,24;1407,53;5,00;234,14
33;Misses;Austria;80;5974,59;3082,09;4,44;331,92
;Misses;Germany;80;5917,22;4020,92;2,96;219,16
58;Misses;Germany;80;4204,38;3015,08;8,89;467,15
58;Misses;Austria;80;4847,15;1319,31;2,05;124,29
57;Misses;Austria;80;3680,53;1735,16;2,76;126,91
;Misses;Germany;80;6388,19;3551,62;1,86;148,56
;Misses;Germany;80;4323,90;1777,74;2,35;127,17
;Misses;Germany;80;6178,19;3187,61;2,16;166,98
;Misses;Germany;80;5749,90;2479,23;2,16;155,40
;Misses;Germany;80;4836,20;1943,96;2,00;120,91
37;Misses;Germany;80;1637,57;870,91;6,15;125,97
32;Misses;Germany;80;5896,90;3649,21;3,81;280,80
34;Mister;Germany;80;5686,80;287,96;2,42;172,33
;Misses;Germany;80;2844,07;1246,43;3,48;123,66
;Misses;Germany;80;4910,30;2900,67;2,67;163,68
51;Misses;Austria;80;3899,94;1559,61;3,33;162,50
;Misses;Germany;80;4320,79;1300,57;2,42;130,93
;Misses;Germany;80;4829,30;2647,39;2,96;178,86
36;Misses;Austria;80;4235,60;1340,11;2,96;156,87
;Misses;Germany;80;3827,08;1857,58;2,58;123,45
42;Misses;Germany;80;4481,03;1784,17;4,71;263,59
;Misses;Germany;80;5698,90;2380,50;2,22;158,30
;Misses;Germany;80;4851,00;1001,34;2,42;147,00
51;Mister;Germany;80;3463,20;978,73;40,00;1731,60
;Misses;Germany;80;4274,69;1612,66;2,35;125,73
47;Misses;Austria;80;4098,55;2612,47;6,15;315,27
52;Misses;Germany;80;6522,79;4475,51;3,20;260,91
28;Mister;Austria;80;1516,60;1054,81;26,67;505,53
;Misses;Germany;80;6460,12;4313,00;2,42;195,76
45;Misses;Austria;80;2863,20;418,87;16,00;572,64
;Misses;Germany;80;4880,78;3236,61;2,05;125,15
47;Misses;Germany;80;3033,38;1508,51;4,00;151,67
42;Misses;Germany;80;3061,97;1925,54;8,00;306,20
36;Misses;Germany;80;4839,78;3224,02;10,00;604,97
;Misses;Germany;80;4396,01;2683,61;2,22;122,11
49;Misses;Germany;80;4558,17;2344,57;3,64;207,19
;Misses;Germany;80;6165,34;2899,11;1,95;150,37
65;Misses;Germany;80;2120,50;366,66;10,00;265,06
;Misses;Germany;80;7267,88;3810,79;2,16;196,43
;Misses;Germany;80;4881,70;2271,40;2,22;135,60
61;Misses;Netherlands;80;2941,85;2059,52;10,00;367,73
58;Misses;Germany;80;3464,70;2025,57;3,33;144,36
51;Misses;Austria;80;4999,30;2250,61;2,29;142,84
57;Misses;Germany;80;5082,05;1805,09;3,48;220,96
28;Misses;Austria;80;4831,27;2369,75;2,29;138,04
44;Misses;Germany;79;4799,46;2204,64;4,65;282,32
46;Mister;Austria;79;4609,61;2101,70;2,47;144,05
;Misses;Germany;79;4986,41;1286,87;2,47;155,83
;Misses;Germany;79;5865,75;1936,77;3,76;279,32
35;Mister;Germany;79;999,31;612,15;15,80;199,86
48;Misses;Germany;79;3267,06;1369,91;3,16;130,68
;Misses;Germany;79;5842,94;3428,59;2,03;149,82
40;Misses;Germany;79;3304,81;2074,10;6,08;254,22
35;Misses;Germany;79;1903,91;622,90;3,76;90,66
54;Mister;Germany;79;4769,49;1101,03;2,26;136,27
31;Mister;Austria;79;4240,25;952,85;3,43;184,36
;Misses;Germany;79;4586,59;3086,95;2,82;163,81
59;Misses;Germany;79;7025,46;4611,36;4,94;439,09
47;Mister;Germany;79;1885,86;388,03;8,78;209,54
50;Misses;Austria;79;5074,58;2679,64;2,63;169,15
49;Misses;Germany;79;6653,36;3679,93;6,08;511,80
;Misses;Germany;79;6767,21;1659,83;1,88;161,12
;Mister;Germany;79;3090,80;1810,98;2,63;103,03
;Misses;Germany;79;4495,59;2026,09;3,76;214,08
44;Misses;Germany;79;4150,40;2862,54;5,64;296,46
35;Misses;Germany;79;4657,41;3186,60;5,27;310,49
52;Misses;Germany;79;5787,35;3636,07;3,16;231,49
;Misses;Germany;79;5749,21;4076,08;2,19;159,70
;Misses;Germany;79;5924,90;4056,63;2,82;211,60
50;Mister;;79;4740,62;1056,62;1,65;98,76
36;Misses;Germany;79;7207,86;3866,68;3,76;343,23
;Misses;Germany;79;4758,17;1532,24;2,72;164,07
37;Misses;Austria;79;3745,41;1525,31;3,04;144,05
54;Misses;Austria;79;4977,72;2134,24;2,08;130,99
;Misses;Germany;79;7454,60;5781,77;1,80;169,42
32;Misses;Germany;79;3276,21;2653,46;4,94;204,76
43;Misses;Germany;79;3055,29;355,42;6,08;235,02
51;Misses;Germany;79;3431,81;1920,73;5,27;228,79
36;Misses;Germany;79;6809,85;4975,07;2,93;252,22
41;Misses;Germany;79;5672,70;1961,28;3,59;257,85
;Misses;Germany;79;4821,42;1563,84;1,93;117,60
;Misses;Germany;79;4684,66;2128,14;1,88;111,54
32;Mister;Germany;79;7904,60;3414,66;9,88;988,08
;Misses;Austria;79;4581,71;1490,32;2,08;120,57
;Misses;Germany;79;5202,67;2425,51;2,26;148,65
;Misses;Germany;79;6995,21;5384,41;5,64;499,66
;Misses;Germany;79;9005,58;6634,00;2,32;264,87
32;Misses;Austria;79;4638,16;2650,98;2,26;132,52
42;Misses;Austria;79;3486,09;1699,16;2,55;112,45
56;Misses;Austria;79;4997,58;2631,66;2,26;142,79
;Misses;Germany;79;6735,20;3893,11;2,47;210,48
37;Misses;Austria;79;5809,96;2565,10;2,39;176,06
48;Misses;Austria;79;5136,63;1326,28;2,19;142,68
34;Misses;Germany;79;3654,00;2406,09;6,08;281,08
57;Misses;Germany;79;2922,61;903,14;5,64;208,76
45;Misses;Germany;79;3874,09;1823,92;4,16;203,90
;Mister;Germany;79;4162,67;858,40;3,16;166,51
58;Misses;Germany;79;4617,01;3522,54;3,29;192,38
41;Mister;Germany;79;2378,34;1130,28;9,88;297,29
;Mister;Germany;79;3163,47;1254,94;3,04;121,67
42;Misses;Poland;79;1994,72;1219,56;5,27;132,98
36;Mister;Germany;79;2428,38;1143,60;2,63;80,95
;Misses;Germany;79;5012,56;2679,37;2,47;156,64
31;Mister;Germany;79;3025,46;1430,21;26,33;1008,49
25;Misses;Austria;79;5539,00;2340,35;2,47;173,09
42;Misses;Germany;79;2729,35;1740,93;7,18;248,12
;Misses;Germany;79;5301,22;2909,13;2,39;160,64
48;Misses;Germany;79;3539,46;1154,13;3,16;141,58
;Misses;Germany;79;4236,61;2226,27;2,14;114,50
;Misses;Germany;79;6522,70;3069,77;2,03;167,25
;Misses;Germany;79;6716,79;4492,56;2,55;216,67
58;Misses;Germany;79;3773,39;1202,95;2,55;121,72
;Misses;Germany;79;3602,26;1279,77;2,63;120,08
;Misses;Germany;79;5509,99;3506,39;1,98;137,75
28;Misses;Germany;79;7615,28;3907,22;4,94;475,96
;Mister;Germany;79;4610,80;2934,14;4,65;271,22
;Misses;Germany;79;4743,83;1623,38;2,82;169,42
;Misses;Germany;79;5760,19;3793,76;2,26;164,58
44;Mister;Poland;79;1724,87;1123,11;39,50;862,43
35;Mister;Austria;79;5167,76;2179,12;2,55;166,70
42;Misses;Poland;79;8059,23;3422,57;13,17;1343,21
;Misses;Germany;79;6266,31;3399,75;2,63;208,88
34;Mister;Germany;78;13411,43;519,48;1,10;188,89
37;Misses;Germany;78;1971,39;1148,66;13,00;328,57
;Misses;Germany;78;6851,32;3157,77;2,11;185,17
38;Misses;Germany;78;3737,11;2293,20;4,11;196,69
51;Mister;Germany;78;8483,92;3356,76;4,33;471,33
;Misses;Germany;78;6373,41;4012,12;3,39;277,10
;Misses;Germany;78;6112,14;2537,47;2,29;179,77
47;Misses;Austria;78;3255,32;866,31;4,59;191,49
;Misses;Germany;78;9076,70;5354,60;2,23;259,33
45;Misses;Austria;78;1591,47;778,58;6,50;132,62
31;Misses;Germany;78;5420,47;3894,24;2,89;200,76
55;Misses;Germany;78;7056,51;518,94;1,50;135,70
;Misses;Germany;78;4211,41;2351,11;2,79;150,41
49;Misses;Austria;78;5856,19;1167,85;1,86;139,43
;Misses;Germany;78;5058,50;1561,75;2,44;158,08
44;Misses;Austria;78;4701,95;2556,50;2,29;138,29
;Misses;Germany;78;5848,81;3018,00;1,90;142,65
36;Misses;Germany;78;3731,92;3085,28;11,14;533,13
;Misses;Germany;78;5468,21;3006,65;2,60;182,27
52;Misses;Germany;78;1986,71;755,76;7,09;180,61
;Misses;Germany;78;7358,07;4862,32;2,17;204,39
;Misses;Germany;78;3015,31;1851,78;7,09;274,12
33;Mister;Germany;78;2734,22;2322,57;26,00;911,41
;Mister;Germany;78;4446,22;2853,59;5,57;317,59
43;Mister;Germany;78;11232,56;6353,30;1,56;224,65
54;Misses;Germany;78;3947,06;1328,27;4,59;232,18
57;Misses;Germany;78;4136,75;2589,23;3,71;196,99
33;Misses;Germany;78;1477,53;1004,21;8,67;164,17
30;Misses;Germany;78;4623,30;2667,52;5,57;330,24
43;Misses;Germany;78;4142,96;1846,72;3,25;172,62
50;Misses;Germany;78;5089,52;2922,48;4,88;318,10
33;Misses;Germany;78;3384,95;2018,70;4,59;199,11
55;Misses;Germany;78;7847,05;3655,84;1,13;113,73
55;Misses;Germany;78;3623,22;2501,56;3,55;164,69
46;Misses;Poland;78;1407,32;0,00;13,00;234,55
;Misses;Germany;78;4780,76;2431,68;2,44;149,40
32;Mister;Germany;78;1166,57;532,32;15,60;233,31
41;Misses;Germany;78;3285,69;1721,16;2,05;86,47
48;Misses;Austria;78;5458,83;2992,88;2,60;181,96
;Misses;Germany;78;6545,66;2595,53;1,77;148,77
37;Misses;Austria;78;2788,60;1555,14;6,00;214,51
;Misses;Germany;78;3251,97;1354,45;4,11;171,16
;Misses;Germany;78;5473,70;2245,74;2,11;147,94
;;Germany;78;6550,80;3572,14;1,42;119,11
52;Misses;Austria;78;5042,22;2404,87;1,95;126,06
43;Misses;Germany;78;3300,22;1800,82;7,09;300,02
;Misses;Germany;78;3666,87;1114,82;2,17;101,86
28;Misses;Austria;78;5344,05;3146,21;3,12;213,76
;Misses;Germany;78;4429,54;2476,84;2,60;147,65
;Misses;Germany;78;7078,10;5392,91;2,60;235,94
;Misses;Germany;78;6009,19;3829,68;1,86;143,08
38;Misses;Germany;78;4991,37;210,97;7,80;499,14
30;Misses;Austria;78;3470,12;2728,25;3,71;165,24
49;Misses;Germany;78;6201,44;4668,15;2,69;213,84
58;Misses;Austria;78;3350,07;1454,87;3,00;128,85
85;Misses;Austria;78;1827,02;998,98;4,59;107,47
;Misses;Germany;78;4417,51;2275,62;2,11;119,39
33;Misses;Germany;78;2953,61;1928,73;5,57;210,97
;Misses;Germany;78;5547,41;2076,77;2,44;173,36
34;Misses;Austria;78;4153,66;1648,55;2,60;138,46
;Misses;Germany;78;4871,16;1933,03;2,17;135,31
47;Misses;Austria;78;6859,34;2570,88;2,60;228,64
65;Misses;Germany;78;4510,50;3563,87;6,50;375,88
36;Misses;Germany;78;11339,15;10642,22;4,11;596,80
;Misses;Germany;78;4704,97;2355,97;1,81;109,42
42;Misses;Germany;78;9265,22;6803,41;4,33;514,73
45;Misses;Germany;78;4115,22;2989,41;4,33;228,62
31;Misses;Austria;78;2977,41;2013,37;5,57;212,67
;Misses;Germany;78;3715,01;2272,01;3,25;154,79
46;Misses;Germany;78;3935,51;2537,79;5,57;281,11
;Misses;Germany;77;4598,78;2195,14;2,57;153,29
;Misses;Germany;77;4927,19;2973,37;2,85;182,49
35;Misses;Germany;77;8300,20;5923,00;4,05;436,85
58;Misses;Germany;77;5034,17;1772,95;3,08;201,37
44;Misses;Germany;77;2066,95;1305,25;7,00;187,90
26;Misses;Germany;77;5972,23;2542,16;4,05;314,33
;Misses;Germany;77;5614,32;2380,35;1,79;130,57
55;Mister;Germany;77;8627,32;4160,00;3,21;359,47
44;Mister;Austria;77;3157,42;722,84;3,08;126,30
53;Misses;Germany;77;3307,81;1667,70;3,85;165,39
48;Misses;Germany;77;6405,41;4726,68;3,50;291,16
;Misses;Germany;77;4596,36;2589,18;2,66;158,50
;Misses;Germany;77;7328,72;4713,08;2,57;244,29
58;Misses;Germany;77;2101,87;1918,25;6,42;175,16
46;Misses;Germany;77;4048,88;3332,54;9,63;506,11
32;Misses;Germany;77;2312,83;1315,88;4,81;144,55
47;Misses;Germany;77;7025,62;4308,59;3,21;292,73
31;Misses;Germany;77;3318,42;2043,74;7,70;331,84
58;Misses;Germany;77;3211,59;2225,35;6,42;267,63
;Misses;Germany;77;4655,23;2035,75;3,35;202,40
30;Misses;Germany;77;2895,93;1727,37;11,00;413,70
49;Misses;Austria;77;4336,52;1883,75;2,14;120,46
38;Misses;Austria;77;5401,64;2309,39;2,66;186,26
40;Misses;Austria;77;5778,72;1454,85;2,85;214,03
41;Mister;Germany;77;4719,43;214,89;15,40;943,89
54;Misses;Germany;77;3026,81;1835,82;2,85;112,10
60;Misses;Germany;77;3585,82;2696,54;2,96;137,92
;Misses;Germany;77;6877,16;2652,83;1,97;176,34
51;Misses;Germany;77;4854,98;2600,94;3,85;242,75
;Misses;Germany;77;5531,42;2814,03;2,14;153,65
31;Misses;Austria;77;3923,00;2548,46;3,08;156,92
70;Misses;Germany;77;6208,23;4778,45;2,08;167,79
30;Misses;Austria;77;3799,06;2138,39;2,96;146,12
;Misses;Germany;77;5907,28;3256,48;2,57;196,91
27;Mister;Germany;77;6032,93;1778,76;1,22;95,76
49;Misses;Austria;77;2879,54;1364,86;5,13;191,97
52;Misses;Germany;77;3934,53;2065,26;3,35;171,07
;Misses;Germany;77;3642,23;1139,83;2,57;121,41
47;Misses;Germany;77;5781,43;3809,44;3,08;231,26
36;Misses;Austria;77;4103,32;1451,57;3,35;178,41
;Misses;Germany;77;6363,70;4176,59;2,20;181,82
;Misses;Germany;77;4832,60;2214,75;1,64;102,82
55;Misses;;77;6869,25;2051,74;1,43;127,21
27;Mister;;77;4193,78;1276,50;1,48;80,65
;Mister;Germany;77;4151,16;3474,20;9,63;518,90
32;Misses;Germany;77;3442,33;1928,55;5,50;245,88
36;Misses;Germany;77;3772,93;2048,29;6,42;314,41
;Misses;Germany;77;5121,31;2522,37;2,41;160,04
43;Misses;Germany;77;3693,43;2167,18;5,13;246,23
;Misses;Germany;77;4297,57;2195,76;2,75;153,48
42;Misses;Germany;77;9950,86;5262,06;3,67;473,85
;Misses;Germany;77;4786,23;2957,24;2,75;170,94
;Misses;Germany;77;5551,23;2790,56;2,20;158,61
50;Misses;Germany;77;4537,42;3187,32;3,67;216,07
;Misses;Germany;77;6306,82;3040,48;2,96;242,57
;Misses;Germany;77;4496,78;1646,71;1,75;102,20
50;Misses;Netherlands;76;1360,40;446,09;25,33;453,47
45;Misses;Germany;76;3346,29;1575,31;10,86;478,04
47;Misses;Austria;76;5568,20;3650,06;3,30;242,10
28;Misses;Germany;76;10623,74;9908,31;3,62;505,89
37;Mister;Germany;76;1742,04;124,75;38,00;871,02
;Misses;Germany;76;4918,45;2628,14;2,00;129,43
;Misses;Germany;76;6208,14;3897,11;2,24;182,59
21;Mister;Austria;76;3220,04;1084,49;3,04;128,80
26;Misses;Austria;76;4363,88;2078,68;3,17;181,83
47;Misses;Germany;76;4964,79;2225,81;10,86;709,26
58;Misses;Germany;76;4898,93;2626,10;2,38;153,09
